id	number	loc	state	country	loc_type	indicator	epi_week	event	disease	subcategory_new	pdf_id	Year	Month	Day
6983	1	BOSTON	MA	US	CITY	reported	188944	DEATHS	SCARLET FEVER	UNSPECIFIED	4405	1889	10	27
6984	11	BOSTON	MA	US	CITY	reported	188944	DEATHS	DIPHTHERIA	UNSPECIFIED	4405	1889	10	27
7096	6	BOSTON	MA	US	CITY	reported	188945	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4406	1889	11	03
7097	10	BOSTON	MA	US	CITY	reported	188945	DEATHS	DIPHTHERIA	UNSPECIFIED	4406	1889	11	03
7098	2	BOSTON	MA	US	CITY	reported	188945	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4406	1889	11	03
7213	2	BOSTON	MA	US	CITY	reported	188946	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4407	1889	11	10
7214	7	BOSTON	MA	US	CITY	reported	188946	DEATHS	DIPHTHERIA	UNSPECIFIED	4407	1889	11	10
7302	7	BOSTON	MA	US	CITY	reported	188947	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4408	1889	11	17
7303	14	BOSTON	MA	US	CITY	reported	188947	DEATHS	DIPHTHERIA	UNSPECIFIED	4408	1889	11	17
7304	1	BOSTON	MA	US	CITY	reported	188947	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4408	1889	11	17
7410	2	BOSTON	MA	US	CITY	reported	188948	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4409	1889	11	24
7411	10	BOSTON	MA	US	CITY	reported	188948	DEATHS	DIPHTHERIA	UNSPECIFIED	4409	1889	11	24
7678	1	BOSTON	MA	US	CITY	reported	188950	DEATHS	SCARLET FEVER	UNSPECIFIED	4411	1889	12	08
7679	7	BOSTON	MA	US	CITY	reported	188950	DEATHS	DIPHTHERIA	UNSPECIFIED	4411	1889	12	08
7759	3	BOSTON	MA	US	CITY	reported	188951	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4412	1889	12	15
7760	17	BOSTON	MA	US	CITY	reported	188951	DEATHS	DIPHTHERIA	UNSPECIFIED	4412	1889	12	15
7761	1	BOSTON	MA	US	CITY	reported	188951	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4412	1889	12	15
7875	2	BOSTON	MA	US	CITY	reported	188952	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4413	1889	12	22
7876	13	BOSTON	MA	US	CITY	reported	188952	DEATHS	DIPHTHERIA	UNSPECIFIED	4413	1889	12	22
7877	1	BOSTON	MA	US	CITY	reported	188952	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4413	1889	12	22
7979	2	BOSTON	MA	US	CITY	reported	189001	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4414	1889	12	29
7980	1	BOSTON	MA	US	CITY	reported	189001	DEATHS	SCARLET FEVER	UNSPECIFIED	4414	1889	12	29
7981	18	BOSTON	MA	US	CITY	reported	189001	DEATHS	DIPHTHERIA	UNSPECIFIED	4414	1889	12	29
8067	4	BOSTON	MA	US	CITY	reported	189002	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4415	1890	01	05
8068	1	BOSTON	MA	US	CITY	reported	189002	DEATHS	SCARLET FEVER	UNSPECIFIED	4415	1890	01	05
8069	17	BOSTON	MA	US	CITY	reported	189002	DEATHS	DIPHTHERIA	UNSPECIFIED	4415	1890	01	05
8160	1	BOSTON	MA	US	CITY	reported	189003	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4416	1890	01	12
8161	1	BOSTON	MA	US	CITY	reported	189003	DEATHS	SCARLET FEVER	UNSPECIFIED	4416	1890	01	12
8162	16	BOSTON	MA	US	CITY	reported	189003	DEATHS	DIPHTHERIA	UNSPECIFIED	4416	1890	01	12
8283	2	BOSTON	MA	US	CITY	reported	189004	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4417	1890	01	19
8284	17	BOSTON	MA	US	CITY	reported	189004	DEATHS	DIPHTHERIA	UNSPECIFIED	4417	1890	01	19
8395	2	BOSTON	MA	US	CITY	reported	189005	DEATHS	SCARLET FEVER	UNSPECIFIED	4418	1890	01	26
8396	8	BOSTON	MA	US	CITY	reported	189005	DEATHS	DIPHTHERIA	UNSPECIFIED	4418	1890	01	26
8397	1	BOSTON	MA	US	CITY	reported	189005	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4418	1890	01	26
8492	1	BOSTON	MA	US	CITY	reported	189006	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4419	1890	02	02
8493	1	BOSTON	MA	US	CITY	reported	189006	DEATHS	SCARLET FEVER	UNSPECIFIED	4419	1890	02	02
8494	9	BOSTON	MA	US	CITY	reported	189006	DEATHS	DIPHTHERIA	UNSPECIFIED	4419	1890	02	02
8495	1	BOSTON	MA	US	CITY	reported	189006	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4419	1890	02	02
8594	4	BOSTON	MA	US	CITY	reported	189007	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4420	1890	02	09
8595	15	BOSTON	MA	US	CITY	reported	189007	DEATHS	DIPHTHERIA	UNSPECIFIED	4420	1890	02	09
8690	1	BOSTON	MA	US	CITY	reported	189008	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4421	1890	02	16
8691	14	BOSTON	MA	US	CITY	reported	189008	DEATHS	DIPHTHERIA	UNSPECIFIED	4421	1890	02	16
8829	2	BOSTON	MA	US	CITY	reported	189009	DEATHS	SCARLET FEVER	UNSPECIFIED	4422	1890	02	23
8830	7	BOSTON	MA	US	CITY	reported	189009	DEATHS	DIPHTHERIA	UNSPECIFIED	4422	1890	02	23
8831	1	BOSTON	MA	US	CITY	reported	189009	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4422	1890	02	23
8948	1	BOSTON	MA	US	CITY	reported	189010	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4423	1890	03	02
8949	12	BOSTON	MA	US	CITY	reported	189010	DEATHS	DIPHTHERIA	UNSPECIFIED	4423	1890	03	02
8950	4	BOSTON	MA	US	CITY	reported	189010	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4423	1890	03	02
9050	1	BOSTON	MA	US	CITY	reported	189011	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4424	1890	03	09
9051	7	BOSTON	MA	US	CITY	reported	189011	DEATHS	DIPHTHERIA	UNSPECIFIED	4424	1890	03	09
9138	2	BOSTON	MA	US	CITY	reported	189012	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4425	1890	03	16
9139	2	BOSTON	MA	US	CITY	reported	189012	DEATHS	SCARLET FEVER	UNSPECIFIED	4425	1890	03	16
9140	10	BOSTON	MA	US	CITY	reported	189012	DEATHS	DIPHTHERIA	UNSPECIFIED	4425	1890	03	16
9141	2	BOSTON	MA	US	CITY	reported	189012	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4425	1890	03	16
9256	1	BOSTON	MA	US	CITY	reported	189013	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4426	1890	03	23
9257	2	BOSTON	MA	US	CITY	reported	189013	DEATHS	SCARLET FEVER	UNSPECIFIED	4426	1890	03	23
9258	10	BOSTON	MA	US	CITY	reported	189013	DEATHS	DIPHTHERIA	UNSPECIFIED	4426	1890	03	23
9259	1	BOSTON	MA	US	CITY	reported	189013	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4426	1890	03	23
9375	2	BOSTON	MA	US	CITY	reported	189014	DEATHS	SCARLET FEVER	UNSPECIFIED	4427	1890	03	30
9376	6	BOSTON	MA	US	CITY	reported	189014	DEATHS	DIPHTHERIA	UNSPECIFIED	4427	1890	03	30
9377	1	BOSTON	MA	US	CITY	reported	189014	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4427	1890	03	30
9464	2	BOSTON	MA	US	CITY	reported	189015	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4428	1890	04	06
9465	12	BOSTON	MA	US	CITY	reported	189015	DEATHS	DIPHTHERIA	UNSPECIFIED	4428	1890	04	06
9466	1	BOSTON	MA	US	CITY	reported	189015	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4428	1890	04	06
9579	12	BOSTON	MA	US	CITY	reported	189016	DEATHS	DIPHTHERIA	UNSPECIFIED	4429	1890	04	13
9699	3	BOSTON	MA	US	CITY	reported	189017	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4430	1890	04	20
9700	4	BOSTON	MA	US	CITY	reported	189017	DEATHS	SCARLET FEVER	UNSPECIFIED	4430	1890	04	20
9701	12	BOSTON	MA	US	CITY	reported	189017	DEATHS	DIPHTHERIA	UNSPECIFIED	4430	1890	04	20
9702	2	BOSTON	MA	US	CITY	reported	189017	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4430	1890	04	20
9778	2	BOSTON	MA	US	CITY	reported	189018	DEATHS	DIPHTHERIA	UNSPECIFIED	4431	1890	04	27
9888	2	BOSTON	MA	US	CITY	reported	189019	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4432	1890	05	04
9889	3	BOSTON	MA	US	CITY	reported	189019	DEATHS	SCARLET FEVER	UNSPECIFIED	4432	1890	05	04
9890	11	BOSTON	MA	US	CITY	reported	189019	DEATHS	DIPHTHERIA	UNSPECIFIED	4432	1890	05	04
9989	1	BOSTON	MA	US	CITY	reported	189020	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4433	1890	05	11
9990	1	BOSTON	MA	US	CITY	reported	189020	DEATHS	SCARLET FEVER	UNSPECIFIED	4433	1890	05	11
9991	8	BOSTON	MA	US	CITY	reported	189020	DEATHS	DIPHTHERIA	UNSPECIFIED	4433	1890	05	11
9992	1	BOSTON	MA	US	CITY	reported	189020	DEATHS	MEASLES	UNSPECIFIED	4433	1890	05	11
10079	2	BOSTON	MA	US	CITY	reported	189021	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4434	1890	05	18
10080	1	BOSTON	MA	US	CITY	reported	189021	DEATHS	SCARLET FEVER	UNSPECIFIED	4434	1890	05	18
10081	8	BOSTON	MA	US	CITY	reported	189021	DEATHS	DIPHTHERIA	UNSPECIFIED	4434	1890	05	18
10082	1	BOSTON	MA	US	CITY	reported	189021	DEATHS	MEASLES	UNSPECIFIED	4434	1890	05	18
10174	1	BOSTON	MA	US	CITY	reported	189022	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4435	1890	05	25
10175	3	BOSTON	MA	US	CITY	reported	189022	DEATHS	SCARLET FEVER	UNSPECIFIED	4435	1890	05	25
10176	8	BOSTON	MA	US	CITY	reported	189022	DEATHS	DIPHTHERIA	UNSPECIFIED	4435	1890	05	25
10282	2	BOSTON	MA	US	CITY	reported	189023	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4436	1890	06	01
10283	2	BOSTON	MA	US	CITY	reported	189023	DEATHS	DIPHTHERIA	UNSPECIFIED	4436	1890	06	01
10284	3	BOSTON	MA	US	CITY	reported	189023	DEATHS	MEASLES	UNSPECIFIED	4436	1890	06	01
10493	3	BOSTON	MA	US	CITY	reported	189025	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4438	1890	06	15
10494	5	BOSTON	MA	US	CITY	reported	189025	DEATHS	DIPHTHERIA	UNSPECIFIED	4438	1890	06	15
10495	1	BOSTON	MA	US	CITY	reported	189025	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4438	1890	06	15
10603	1	BOSTON	MA	US	CITY	reported	189026	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4439	1890	06	22
10604	1	BOSTON	MA	US	CITY	reported	189026	DEATHS	SCARLET FEVER	UNSPECIFIED	4439	1890	06	22
10605	14	BOSTON	MA	US	CITY	reported	189026	DEATHS	DIPHTHERIA	UNSPECIFIED	4439	1890	06	22
10606	2	BOSTON	MA	US	CITY	reported	189026	DEATHS	MEASLES	UNSPECIFIED	4439	1890	06	22
10607	1	BOSTON	MA	US	CITY	reported	189026	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4439	1890	06	22
10674	1	BOSTON	MA	US	CITY	reported	189024	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4440	1890	06	08
10675	1	BOSTON	MA	US	CITY	reported	189024	DEATHS	SCARLET FEVER	UNSPECIFIED	4440	1890	06	08
10676	9	BOSTON	MA	US	CITY	reported	189024	DEATHS	DIPHTHERIA	UNSPECIFIED	4440	1890	06	08
10677	3	BOSTON	MA	US	CITY	reported	189024	DEATHS	MEASLES	UNSPECIFIED	4440	1890	06	08
10678	1	BOSTON	MA	US	CITY	reported	189024	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4440	1890	06	08
10680	1	BOSTON	MA	US	CITY	reported	189027	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4440	1890	06	29
10681	1	BOSTON	MA	US	CITY	reported	189027	DEATHS	SCARLET FEVER	UNSPECIFIED	4440	1890	06	29
10682	7	BOSTON	MA	US	CITY	reported	189027	DEATHS	DIPHTHERIA	UNSPECIFIED	4440	1890	06	29
10683	1	BOSTON	MA	US	CITY	reported	189027	DEATHS	MEASLES	UNSPECIFIED	4440	1890	06	29
10684	2	BOSTON	MA	US	CITY	reported	189027	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4440	1890	06	29
10782	1	BOSTON	MA	US	CITY	reported	189028	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4441	1890	07	06
10783	6	BOSTON	MA	US	CITY	reported	189028	DEATHS	DIPHTHERIA	UNSPECIFIED	4441	1890	07	06
10784	1	BOSTON	MA	US	CITY	reported	189028	DEATHS	MEASLES	UNSPECIFIED	4441	1890	07	06
10785	3	BOSTON	MA	US	CITY	reported	189028	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4441	1890	07	06
10855	1	BOSTON	MA	US	CITY	reported	189029	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4442	1890	07	13
10856	7	BOSTON	MA	US	CITY	reported	189029	DEATHS	DIPHTHERIA	UNSPECIFIED	4442	1890	07	13
10857	1	BOSTON	MA	US	CITY	reported	189029	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4442	1890	07	13
10945	2	BOSTON	MA	US	CITY	reported	189030	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4443	1890	07	20
10946	5	BOSTON	MA	US	CITY	reported	189030	DEATHS	DIPHTHERIA	UNSPECIFIED	4443	1890	07	20
10947	1	BOSTON	MA	US	CITY	reported	189030	DEATHS	MEASLES	UNSPECIFIED	4443	1890	07	20
11046	4	BOSTON	MA	US	CITY	reported	189031	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4444	1890	07	27
11047	8	BOSTON	MA	US	CITY	reported	189031	DEATHS	DIPHTHERIA	UNSPECIFIED	4444	1890	07	27
11048	1	BOSTON	MA	US	CITY	reported	189031	DEATHS	MEASLES	UNSPECIFIED	4444	1890	07	27
11049	1	BOSTON	MA	US	CITY	reported	189031	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4444	1890	07	27
11153	3	BOSTON	MA	US	CITY	reported	189032	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4445	1890	08	03
11154	1	BOSTON	MA	US	CITY	reported	189032	DEATHS	SCARLET FEVER	UNSPECIFIED	4445	1890	08	03
11155	3	BOSTON	MA	US	CITY	reported	189032	DEATHS	DIPHTHERIA	UNSPECIFIED	4445	1890	08	03
11156	2	BOSTON	MA	US	CITY	reported	189032	DEATHS	MEASLES	UNSPECIFIED	4445	1890	08	03
11240	3	BOSTON	MA	US	CITY	reported	189033	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4446	1890	08	10
11241	1	BOSTON	MA	US	CITY	reported	189033	DEATHS	SCARLET FEVER	UNSPECIFIED	4446	1890	08	10
11242	3	BOSTON	MA	US	CITY	reported	189033	DEATHS	DIPHTHERIA	UNSPECIFIED	4446	1890	08	10
11333	6	BOSTON	MA	US	CITY	reported	189034	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4447	1890	08	17
11334	5	BOSTON	MA	US	CITY	reported	189034	DEATHS	DIPHTHERIA	UNSPECIFIED	4447	1890	08	17
11417	6	BOSTON	MA	US	CITY	reported	189035	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4448	1890	08	24
11418	10	BOSTON	MA	US	CITY	reported	189035	DEATHS	DIPHTHERIA	UNSPECIFIED	4448	1890	08	24
11419	1	BOSTON	MA	US	CITY	reported	189035	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4448	1890	08	24
11496	7	BOSTON	MA	US	CITY	reported	189036	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4449	1890	08	31
11497	1	BOSTON	MA	US	CITY	reported	189036	DEATHS	SCARLET FEVER	UNSPECIFIED	4449	1890	08	31
11498	11	BOSTON	MA	US	CITY	reported	189036	DEATHS	DIPHTHERIA	UNSPECIFIED	4449	1890	08	31
11607	5	BOSTON	MA	US	CITY	reported	189037	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4450	1890	09	07
11608	1	BOSTON	MA	US	CITY	reported	189037	DEATHS	SCARLET FEVER	UNSPECIFIED	4450	1890	09	07
11609	4	BOSTON	MA	US	CITY	reported	189037	DEATHS	DIPHTHERIA	UNSPECIFIED	4450	1890	09	07
11610	2	BOSTON	MA	US	CITY	reported	189037	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4450	1890	09	07
11696	3	BOSTON	MA	US	CITY	reported	189038	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4451	1890	09	14
11697	1	BOSTON	MA	US	CITY	reported	189038	DEATHS	SCARLET FEVER	UNSPECIFIED	4451	1890	09	14
11698	1	BOSTON	MA	US	CITY	reported	189038	DEATHS	DIPHTHERIA	UNSPECIFIED	4451	1890	09	14
11805	9	BOSTON	MA	US	CITY	reported	189039	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4452	1890	09	21
11806	1	BOSTON	MA	US	CITY	reported	189039	DEATHS	SCARLET FEVER	UNSPECIFIED	4452	1890	09	21
11807	4	BOSTON	MA	US	CITY	reported	189039	DEATHS	DIPHTHERIA	UNSPECIFIED	4452	1890	09	21
11808	1	BOSTON	MA	US	CITY	reported	189039	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4452	1890	09	21
11886	6	BOSTON	MA	US	CITY	reported	189040	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4453	1890	09	29
11887	6	BOSTON	MA	US	CITY	reported	189040	DEATHS	DIPHTHERIA	UNSPECIFIED	4453	1890	09	29
11888	1	BOSTON	MA	US	CITY	reported	189040	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4453	1890	09	29
11977	2	BOSTON	MA	US	CITY	reported	189041	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4454	1890	10	05
11978	3	BOSTON	MA	US	CITY	reported	189041	DEATHS	DIPHTHERIA	UNSPECIFIED	4454	1890	10	05
12046	8	BOSTON	MA	US	CITY	reported	189042	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4455	1890	10	12
12047	4	BOSTON	MA	US	CITY	reported	189042	DEATHS	DIPHTHERIA	UNSPECIFIED	4455	1890	10	12
12048	1	BOSTON	MA	US	CITY	reported	189042	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4455	1890	10	12
12106	4	BOSTON	MA	US	CITY	reported	189043	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4456	1890	10	19
