id	number	loc	state	country	loc_type	indicator	epi_week	event	disease	subcategory_new	pdf_id	Year	Month	Day
38623	1	WORCESTER	MA	US	CITY	reported	189433	DEATHS	DIPHTHERIA	UNSPECIFIED	4655	1894	08	10
38624	2	WORCESTER	MA	US	CITY	reported	189433	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4655	1894	08	10
38958	5	WORCESTER	MA	US	CITY	reported	189434	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4656	1894	08	17
38959	2	WORCESTER	MA	US	CITY	reported	189434	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4656	1894	08	17
38960	1	WORCESTER	MA	US	CITY	reported	189434	DEATHS	DIPHTHERIA	UNSPECIFIED	4656	1894	08	17
39552	2	WORCESTER	MA	US	CITY	reported	189435	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4658	1894	08	24
39553	1	WORCESTER	MA	US	CITY	reported	189435	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4658	1894	08	24
39554	2	WORCESTER	MA	US	CITY	reported	189435	DEATHS	DIPHTHERIA	UNSPECIFIED	4658	1894	08	24
39867	3	WORCESTER	MA	US	CITY	reported	189437	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4659	1894	09	06
39868	1	WORCESTER	MA	US	CITY	reported	189437	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4659	1894	09	06
39869	1	WORCESTER	MA	US	CITY	reported	189437	DEATHS	DIPHTHERIA	UNSPECIFIED	4659	1894	09	06
39870	1	WORCESTER	MA	US	CITY	reported	189437	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4659	1894	09	06
40533	3	WORCESTER	MA	US	CITY	reported	189438	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4661	1894	09	13
40534	4	WORCESTER	MA	US	CITY	reported	189438	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4661	1894	09	13
40535	1	WORCESTER	MA	US	CITY	reported	189438	DEATHS	DIPHTHERIA	UNSPECIFIED	4661	1894	09	13
40763	1	WORCESTER	MA	US	CITY	reported	189439	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4662	1894	09	21
40764	1	WORCESTER	MA	US	CITY	reported	189439	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4662	1894	09	21
41187	3	WORCESTER	MA	US	CITY	reported	189440	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4663	1894	09	28
41188	4	WORCESTER	MA	US	CITY	reported	189440	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4663	1894	09	28
41189	1	WORCESTER	MA	US	CITY	reported	189440	DEATHS	DIPHTHERIA	UNSPECIFIED	4663	1894	09	28
41191	2	WORCESTER	MA	US	CITY	reported	189441	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4663	1894	10	05
41192	2	WORCESTER	MA	US	CITY	reported	189441	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4663	1894	10	05
41193	2	WORCESTER	MA	US	CITY	reported	189441	DEATHS	DIPHTHERIA	UNSPECIFIED	4663	1894	10	05
41796	6	WORCESTER	MA	US	CITY	reported	189442	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4665	1894	10	12
41797	1	WORCESTER	MA	US	CITY	reported	189442	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4665	1894	10	12
41798	3	WORCESTER	MA	US	CITY	reported	189442	DEATHS	DIPHTHERIA	UNSPECIFIED	4665	1894	10	12
42143	1	WORCESTER	MA	US	CITY	reported	189444	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4666	1894	10	26
42144	1	WORCESTER	MA	US	CITY	reported	189444	DEATHS	DIPHTHERIA	UNSPECIFIED	4666	1894	10	26
42693	1	WORCESTER	MA	US	CITY	reported	189445	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4668	1894	11	02
42694	2	WORCESTER	MA	US	CITY	reported	189445	DEATHS	DIPHTHERIA	UNSPECIFIED	4668	1894	11	02
42992	4	WORCESTER	MA	US	CITY	reported	189446	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4669	1894	11	09
42993	1	WORCESTER	MA	US	CITY	reported	189446	DEATHS	DIPHTHERIA	UNSPECIFIED	4669	1894	11	09
43280	2	WORCESTER	MA	US	CITY	reported	189447	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4670	1894	11	16
43281	2	WORCESTER	MA	US	CITY	reported	189447	DEATHS	DIPHTHERIA	UNSPECIFIED	4670	1894	11	16
43569	3	WORCESTER	MA	US	CITY	reported	189448	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4671	1894	11	23
43570	1	WORCESTER	MA	US	CITY	reported	189448	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4671	1894	11	23
43571	1	WORCESTER	MA	US	CITY	reported	189448	DEATHS	SCARLET FEVER	UNSPECIFIED	4671	1894	11	23
43572	2	WORCESTER	MA	US	CITY	reported	189448	DEATHS	DIPHTHERIA	UNSPECIFIED	4671	1894	11	23
43573	1	WORCESTER	MA	US	CITY	reported	189448	DEATHS	MEASLES	UNSPECIFIED	4671	1894	11	23
43792	1	WORCESTER	MA	US	CITY	reported	189449	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4672	1894	11	30
43793	1	WORCESTER	MA	US	CITY	reported	189449	DEATHS	DIPHTHERIA	UNSPECIFIED	4672	1894	11	30
44179	1	WORCESTER	MA	US	CITY	reported	189450	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4673	1894	12	07
44180	1	WORCESTER	MA	US	CITY	reported	189450	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4673	1894	12	07
44444	2	WORCESTER	MA	US	CITY	reported	189451	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4674	1894	12	14
44445	3	WORCESTER	MA	US	CITY	reported	189451	DEATHS	DIPHTHERIA	UNSPECIFIED	4674	1894	12	14
44644	3	WORCESTER	MA	US	CITY	reported	189452	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4675	1894	12	21
44645	1	WORCESTER	MA	US	CITY	reported	189452	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4675	1894	12	21
44646	1	WORCESTER	MA	US	CITY	reported	189452	DEATHS	SCARLET FEVER	UNSPECIFIED	4675	1894	12	21
44647	2	WORCESTER	MA	US	CITY	reported	189452	DEATHS	DIPHTHERIA	UNSPECIFIED	4675	1894	12	21
44971	4	WORCESTER	MA	US	CITY	reported	189501	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4676	1894	12	28
44972	1	WORCESTER	MA	US	CITY	reported	189501	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4676	1894	12	28
44973	1	WORCESTER	MA	US	CITY	reported	189501	DEATHS	DIPHTHERIA	UNSPECIFIED	4676	1894	12	28
44974	1	WORCESTER	MA	US	CITY	reported	189501	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4676	1894	12	28
45340	2	WORCESTER	MA	US	CITY	reported	189502	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4677	1895	01	04
45341	1	WORCESTER	MA	US	CITY	reported	189502	DEATHS	SCARLET FEVER	UNSPECIFIED	4677	1895	01	04
45342	2	WORCESTER	MA	US	CITY	reported	189502	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4677	1895	01	04
45664	3	WORCESTER	MA	US	CITY	reported	189503	DEATHS	DIPHTHERIA	UNSPECIFIED	4678	1895	01	11
45989	2	WORCESTER	MA	US	CITY	reported	189504	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4679	1895	01	18
45990	1	WORCESTER	MA	US	CITY	reported	189504	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4679	1895	01	18
45991	1	WORCESTER	MA	US	CITY	reported	189504	DEATHS	SCARLET FEVER	UNSPECIFIED	4679	1895	01	18
45992	5	WORCESTER	MA	US	CITY	reported	189504	DEATHS	DIPHTHERIA	UNSPECIFIED	4679	1895	01	18
45993	1	WORCESTER	MA	US	CITY	reported	189504	DEATHS	MEASLES	UNSPECIFIED	4679	1895	01	18
46660	3	WORCESTER	MA	US	CITY	reported	189505	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4681	1895	01	25
46661	2	WORCESTER	MA	US	CITY	reported	189505	DEATHS	DIPHTHERIA	UNSPECIFIED	4681	1895	01	25
46662	2	WORCESTER	MA	US	CITY	reported	189505	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4681	1895	01	25
46664	2	WORCESTER	MA	US	CITY	reported	189506	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4681	1895	02	02
46665	1	WORCESTER	MA	US	CITY	reported	189506	DEATHS	DIPHTHERIA	UNSPECIFIED	4681	1895	02	02
47036	3	WORCESTER	MA	US	CITY	reported	189507	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4682	1895	02	09
47037	1	WORCESTER	MA	US	CITY	reported	189507	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4682	1895	02	09
47348	8	WORCESTER	MA	US	CITY	reported	189508	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4683	1895	02	16
47349	1	WORCESTER	MA	US	CITY	reported	189508	DEATHS	SCARLET FEVER	UNSPECIFIED	4683	1895	02	16
47350	1	WORCESTER	MA	US	CITY	reported	189508	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4683	1895	02	16
47669	5	WORCESTER	MA	US	CITY	reported	189509	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4684	1895	02	23
47670	2	WORCESTER	MA	US	CITY	reported	189509	DEATHS	DIPHTHERIA	UNSPECIFIED	4684	1895	02	23
47671	1	WORCESTER	MA	US	CITY	reported	189509	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4684	1895	02	23
47968	8	WORCESTER	MA	US	CITY	reported	189510	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4685	1895	03	02
47969	2	WORCESTER	MA	US	CITY	reported	189510	DEATHS	DIPHTHERIA	UNSPECIFIED	4685	1895	03	02
47970	1	WORCESTER	MA	US	CITY	reported	189510	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4685	1895	03	02
48289	3	WORCESTER	MA	US	CITY	reported	189511	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4686	1895	03	09
48290	2	WORCESTER	MA	US	CITY	reported	189511	DEATHS	DIPHTHERIA	UNSPECIFIED	4686	1895	03	09
48586	2	WORCESTER	MA	US	CITY	reported	189512	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4687	1895	03	16
48587	2	WORCESTER	MA	US	CITY	reported	189512	DEATHS	DIPHTHERIA	UNSPECIFIED	4687	1895	03	16
48833	11	WORCESTER	MA	US	CITY	reported	189513	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4688	1895	03	23
48834	1	WORCESTER	MA	US	CITY	reported	189513	DEATHS	DIPHTHERIA	UNSPECIFIED	4688	1895	03	23
48835	1	WORCESTER	MA	US	CITY	reported	189513	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4688	1895	03	23
49098	10	WORCESTER	MA	US	CITY	reported	189514	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4689	1895	03	30
49487	5	WORCESTER	MA	US	CITY	reported	189515	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4690	1895	04	06
49488	2	WORCESTER	MA	US	CITY	reported	189515	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4690	1895	04	06
49768	1	WORCESTER	MA	US	CITY	reported	189516	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4691	1895	04	12
49769	1	WORCESTER	MA	US	CITY	reported	189516	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4691	1895	04	12
50088	1	WORCESTER	MA	US	CITY	reported	189517	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4692	1895	04	20
50376	3	WORCESTER	MA	US	CITY	reported	189518	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4693	1895	04	26
50377	1	WORCESTER	MA	US	CITY	reported	189518	DEATHS	DIPHTHERIA	UNSPECIFIED	4693	1895	04	26
50652	7	WORCESTER	MA	US	CITY	reported	189519	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4694	1895	05	04
50895	4	WORCESTER	MA	US	CITY	reported	189520	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4695	1895	05	11
50896	1	WORCESTER	MA	US	CITY	reported	189520	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4695	1895	05	11
50897	1	WORCESTER	MA	US	CITY	reported	189520	DEATHS	DIPHTHERIA	UNSPECIFIED	4695	1895	05	11
50898	2	WORCESTER	MA	US	CITY	reported	189520	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4695	1895	05	11
51217	11	WORCESTER	MA	US	CITY	reported	189521	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4696	1895	05	18
51218	1	WORCESTER	MA	US	CITY	reported	189521	DEATHS	SCARLET FEVER	UNSPECIFIED	4696	1895	05	18
51219	3	WORCESTER	MA	US	CITY	reported	189521	DEATHS	DIPHTHERIA	UNSPECIFIED	4696	1895	05	18
51495	1	WORCESTER	MA	US	CITY	reported	189522	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4697	1895	05	25
51496	3	WORCESTER	MA	US	CITY	reported	189522	DEATHS	DIPHTHERIA	UNSPECIFIED	4697	1895	05	25
51735	3	WORCESTER	MA	US	CITY	reported	189523	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4698	1895	06	01
51736	1	WORCESTER	MA	US	CITY	reported	189523	DEATHS	DIPHTHERIA	UNSPECIFIED	4698	1895	06	01
51987	6	WORCESTER	MA	US	CITY	reported	189524	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4699	1895	06	08
52263	2	WORCESTER	MA	US	CITY	reported	189525	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4700	1895	06	15
52264	1	WORCESTER	MA	US	CITY	reported	189525	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4700	1895	06	15
52265	2	WORCESTER	MA	US	CITY	reported	189525	DEATHS	DIPHTHERIA	UNSPECIFIED	4700	1895	06	15
52774	2	WORCESTER	MA	US	CITY	reported	189527	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4702	1895	06	29
53067	3	WORCESTER	MA	US	CITY	reported	189526	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4703	1895	06	22
53068	1	WORCESTER	MA	US	CITY	reported	189526	DEATHS	DIPHTHERIA	UNSPECIFIED	4703	1895	06	22
53070	4	WORCESTER	MA	US	CITY	reported	189528	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4703	1895	07	06
53325	2	WORCESTER	MA	US	CITY	reported	189529	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4704	1895	07	13
53600	3	WORCESTER	MA	US	CITY	reported	189530	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4705	1895	07	20
53601	1	WORCESTER	MA	US	CITY	reported	189530	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4705	1895	07	20
53602	1	WORCESTER	MA	US	CITY	reported	189530	DEATHS	DIPHTHERIA	UNSPECIFIED	4705	1895	07	20
53853	3	WORCESTER	MA	US	CITY	reported	189531	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4706	1895	07	27
54137	2	WORCESTER	MA	US	CITY	reported	189532	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4707	1895	08	03
54138	2	WORCESTER	MA	US	CITY	reported	189532	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4707	1895	08	03
54412	6	WORCESTER	MA	US	CITY	reported	189533	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4708	1895	08	10
54647	2	WORCESTER	MA	US	CITY	reported	189534	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4709	1895	08	17
54648	1	WORCESTER	MA	US	CITY	reported	189534	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4709	1895	08	17
54649	1	WORCESTER	MA	US	CITY	reported	189534	DEATHS	DIPHTHERIA	UNSPECIFIED	4709	1895	08	17
54944	8	WORCESTER	MA	US	CITY	reported	189535	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4710	1895	08	24
54945	2	WORCESTER	MA	US	CITY	reported	189535	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4710	1895	08	24
54946	2	WORCESTER	MA	US	CITY	reported	189535	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4710	1895	08	24
55178	3	WORCESTER	MA	US	CITY	reported	189536	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4711	1895	08	31
55179	1	WORCESTER	MA	US	CITY	reported	189536	DEATHS	DIPHTHERIA	UNSPECIFIED	4711	1895	08	31
55428	3	WORCESTER	MA	US	CITY	reported	189537	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4712	1895	09	07
55429	1	WORCESTER	MA	US	CITY	reported	189537	DEATHS	SCARLET FEVER	UNSPECIFIED	4712	1895	09	07
55430	3	WORCESTER	MA	US	CITY	reported	189537	DEATHS	DIPHTHERIA	UNSPECIFIED	4712	1895	09	07
55686	4	WORCESTER	MA	US	CITY	reported	189538	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4713	1895	09	14
55687	1	WORCESTER	MA	US	CITY	reported	189538	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4713	1895	09	14
55688	1	WORCESTER	MA	US	CITY	reported	189538	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4713	1895	09	14
55955	4	WORCESTER	MA	US	CITY	reported	189539	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4714	1895	09	21
55956	1	WORCESTER	MA	US	CITY	reported	189539	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4714	1895	09	21
55957	4	WORCESTER	MA	US	CITY	reported	189539	DEATHS	DIPHTHERIA	UNSPECIFIED	4714	1895	09	21
55958	1	WORCESTER	MA	US	CITY	reported	189539	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4714	1895	09	21
56213	2	WORCESTER	MA	US	CITY	reported	189540	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4715	1895	09	28
56214	3	WORCESTER	MA	US	CITY	reported	189540	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4715	1895	09	28
56215	1	WORCESTER	MA	US	CITY	reported	189540	DEATHS	DIPHTHERIA	UNSPECIFIED	4715	1895	09	28
56216	1	WORCESTER	MA	US	CITY	reported	189540	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4715	1895	09	28
56531	9	WORCESTER	MA	US	CITY	reported	189541	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4716	1895	10	05
56532	1	WORCESTER	MA	US	CITY	reported	189541	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4716	1895	10	05
56533	2	WORCESTER	MA	US	CITY	reported	189541	DEATHS	DIPHTHERIA	UNSPECIFIED	4716	1895	10	05
56534	2	WORCESTER	MA	US	CITY	reported	189541	DEATHS	WHOOPING COUGH [PERTUSSIS]	UNSPECIFIED	4716	1895	10	05
56857	6	WORCESTER	MA	US	CITY	reported	189542	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4717	1895	10	12
56858	1	WORCESTER	MA	US	CITY	reported	189542	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4717	1895	10	12
56859	3	WORCESTER	MA	US	CITY	reported	189542	DEATHS	DIPHTHERIA	UNSPECIFIED	4717	1895	10	12
57169	1	WORCESTER	MA	US	CITY	reported	189543	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4718	1895	10	19
57170	2	WORCESTER	MA	US	CITY	reported	189543	DEATHS	DIPHTHERIA	UNSPECIFIED	4718	1895	10	19
57446	3	WORCESTER	MA	US	CITY	reported	189544	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4719	1895	10	26
57447	1	WORCESTER	MA	US	CITY	reported	189544	DEATHS	DIPHTHERIA	UNSPECIFIED	4719	1895	10	26
57767	5	WORCESTER	MA	US	CITY	reported	189545	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4720	1895	11	02
57768	1	WORCESTER	MA	US	CITY	reported	189545	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4720	1895	11	02
57769	5	WORCESTER	MA	US	CITY	reported	189545	DEATHS	DIPHTHERIA	UNSPECIFIED	4720	1895	11	02
58078	3	WORCESTER	MA	US	CITY	reported	189546	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4721	1895	11	09
58079	2	WORCESTER	MA	US	CITY	reported	189546	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4721	1895	11	09
58080	2	WORCESTER	MA	US	CITY	reported	189546	DEATHS	DIPHTHERIA	UNSPECIFIED	4721	1895	11	09
58407	1	WORCESTER	MA	US	CITY	reported	189547	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4722	1895	11	16
58408	1	WORCESTER	MA	US	CITY	reported	189547	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4722	1895	11	16
58726	6	WORCESTER	MA	US	CITY	reported	189548	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4723	1895	11	23
58727	2	WORCESTER	MA	US	CITY	reported	189548	DEATHS	DIPHTHERIA	UNSPECIFIED	4723	1895	11	23
59091	2	WORCESTER	MA	US	CITY	reported	189549	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4724	1895	11	30
59092	3	WORCESTER	MA	US	CITY	reported	189549	DEATHS	DIPHTHERIA	UNSPECIFIED	4724	1895	11	30
59448	8	WORCESTER	MA	US	CITY	reported	189550	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	5671	1895	12	07
59449	1	WORCESTER	MA	US	CITY	reported	189550	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	5671	1895	12	07
59450	2	WORCESTER	MA	US	CITY	reported	189550	DEATHS	DIPHTHERIA	UNSPECIFIED	5671	1895	12	07
59452	2	WORCESTER	MA	US	CITY	reported	189551	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	5671	1895	12	14
59453	2	WORCESTER	MA	US	CITY	reported	189551	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	5671	1895	12	14
59454	3	WORCESTER	MA	US	CITY	reported	189551	DEATHS	DIPHTHERIA	UNSPECIFIED	5671	1895	12	14
60014	6	WORCESTER	MA	US	CITY	reported	189552	DEATHS	TUBERCULOSIS [PHTHISIS PULMONALIS]	UNSPECIFIED	4726	1895	12	21
60015	1	WORCESTER	MA	US	CITY	reported	189552	DEATHS	TYPHOID FEVER [ENTERIC FEVER]	UNSPECIFIED	4726	1895	12	21
